Input Sentences,Output Sentences
ప్రజల ఇష్టాలకు అనుగుణంగా ఆభరణాలు లభిస్తాయి,ప్రజల ఇష్టాలకు అనుగుణంగా ఆభరణాలు లభిస్తాయి
ఎప్పుడుబడితే అప్పుడు భోజనం చేస్తున్నారా జాగ్రత్త!,ఎప్పుడుబడితే అప్పుడు భోజనం చేస్తున్నారా జాగ్రత్త!
అత్తారింటికి వెళ్లాల్సిన అమ్మాయి హత్యకు సూత్రదారిగా మారిందా,అత్తారింటికి వెళ్లాల్సిన అమ్మాయి హత్యకు సూత్రదారిగా మారిందా
న్యూ ఇయర్ వేడుకలపై విజయవాడలో నిషేధం: విజయవాడ సీపీ బత్తిన శ్రీనివాసులు,న్యూ ఇయర్ వేడుకలపై విజయవాడలో నిషేధం: విజయవాడ సీపీ బత్తిన శ్రీనివాసులు
మేము ఒక బొమ్మ వేషధారణలతో కొనసాగుతుంది,మేము ఒక బొమ్మ వేషధారణలతో కొనసాగుతుంది
జిహెచ్ఎంసి లో వంద కోట్ల గలంతు,జిహెచ్ఎంసి లో వంద కోట్ల గలంతు
రెండు సార్లు వాయిదా తర్వాత నేటికి వాయిదా పడిన సభ,రెండు సార్లు వాయిదా తర్వాత నేటికి వాయిదా పడిన సభ
మాజీ రేడియో జాకీ దారుణ హత్య,మాజీ రేడియో జాకీ దారుణ హత్య
'సాహో' పై నటి లిసా రే కాపీ ఆరోపణలు!,'సాహో' పై నటి లిసా రే కాపీ ఆరోపణలు!
మీటింగ్ లతో బిజీ గా జగన్,మీటింగ్ లతో బిజీ గా జగన్
వైయస్ జగన్ అధికారం కోసం మూడేళ్లు వెయిట్ చేస్తారా?,వైయస్ జగన్ అధికారం కోసం మూడేళ్లు వెయిట్ చేస్తారా?
ఒక వ్యక్తి నుండి మరొక వ్యాధి ప్రసారం అనేక మార్గాలు ఉన్నాయి:,ఒక వ్యక్తి నుండి మరొక వ్యాధి ప్రసారం అనేక మార్గాలు ఉన్నాయి:
కృష్ణా జిల్లాలో నాలుగు నియోజకవర్గాల్లో ఇంచార్జీల మార్పు,కృష్ణా జిల్లాలో నాలుగు నియోజకవర్గాల్లో ఇంచార్జీల మార్పు
ఈ వార్త కూడా చదవండి: మీరాబాయికి డామినోస్ సంస్థ బంపర్ ఆఫర్,ఈ వార్త కూడా చదవండి: మీరాబాయికి డామినోస్ సంస్థ బంపర్ ఆఫర్
దేవులపల్లి అమర్ జీతం నాలుగు లక్షలు,దేవులపల్లి అమర్ జీతం నాలుగు లక్షలు
నేటి నుండి అమలులోకి ప్రభుత్వ ఉత్తర్వులు,నేటి నుండి అమలులోకి ప్రభుత్వ ఉత్తర్వులు
కరోనా సోకిన భారతీయుల పరిస్థితి నిలకడగానే ఉందన్న దౌత్య వర్గాలు,కరోనా సోకిన భారతీయుల పరిస్థితి నిలకడగానే ఉందన్న దౌత్య వర్గాలు
"శ్రియ, నిహారిక కొత్త సినిమా లాంచ్","శ్రియ, నిహారిక కొత్త సినిమా లాంచ్"
